bucket,reason,source,path,size,mtime,ext,name
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\skills\coaching-adaptive-action-plan-generation\index.mjs,2518,2026-04-18T16:02:39,.mjs,index.mjs
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\supabase\migrations\20260325000010_phase1_foundation_skills.sql,7922,2026-03-26T16:42:44,.sql,20260325000010_phase1_foundation_skills.sql
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\supabase\migrations\20260326000020_phase2_intelligence_skills.sql,6708,2026-03-26T16:42:44,.sql,20260326000020_phase2_intelligence_skills.sql
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\supabase\migrations\20260326000030_phase3_execution_skills.sql,8185,2026-03-26T16:42:44,.sql,20260326000030_phase3_execution_skills.sql
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\training\OPENCLAW-AGENT-TRAINING-PLAN.md,28700,2026-04-05T13:48:44,.md,OPENCLAW-AGENT-TRAINING-PLAN.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\AI-Agent-Operators-Circle-Setup-Executable-Plan.md,10525,2026-03-04T03:37:01,.md,AI-Agent-Operators-Circle-Setup-Executable-Plan.md
ARCHIVE,session-memory file older than 30 days (64d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\memory\2026-03-02.md,102880,2026-03-02T07:44:58,.md,2026-03-02.md
ARCHIVE,session-memory file older than 30 days (62d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\memory\2026-03-03-support-inbox-review.md,15666,2026-03-03T13:40:19,.md,2026-03-03-support-inbox-review.md
ARCHIVE,session-memory file older than 30 days (62d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\memory\2026-03-03.md,157726,2026-03-03T14:05:34,.md,2026-03-03.md
ARCHIVE,session-memory file older than 30 days (54d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\memory\2026-03-11.md,2976,2026-03-11T22:12:18,.md,2026-03-11.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\memory\2026-03-12-supabase-architecture.md,5449,2026-03-12T14:21:58,.md,2026-03-12-supabase-architecture.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\memory\2026-03-12.md,1541,2026-03-12T20:18:04,.md,2026-03-12.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\memory\2026-03-13-coordinator-onboarding.md,11390,2026-03-13T08:56:18,.md,2026-03-13-coordinator-onboarding.md
ARCHIVE,session-memory file older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\memory\2026-03-13-ecommerce-skills.md,16779,2026-03-13T17:20:02,.md,2026-03-13-ecommerce-skills.md
ARCHIVE,session-memory file older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\memory\2026-03-13-session-startup.md,6485,2026-03-13T17:28:25,.md,2026-03-13-session-startup.md
ARCHIVE,session-memory file older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\memory\2026-03-13.md,4104,2026-03-13T19:11:01,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\memory\2026-03-14-provided-authentication-token-.md,5356,2026-03-13T22:44:52,.md,2026-03-14-provided-authentication-token-.md
ARCHIVE,session-memory file older than 30 days (51d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\memory\2026-03-15.md,84,2026-03-15T06:23:51,.md,2026-03-15.md
ARCHIVE,session-memory file older than 30 days (46d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\memory\2026-03-19.md,715,2026-03-19T14:14:52,.md,2026-03-19.md
ARCHIVE,session-memory file older than 30 days (44d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\memory\2026-03-21.md,512,2026-03-21T18:55:47,.md,2026-03-21.md
ARCHIVE,session-memory file older than 30 days (62d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\memory\decision-register.md,479,2026-03-03T14:08:53,.md,decision-register.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\plans\ghl-autonomy-performance-plan.md,4680,2026-03-13T17:23:27,.md,ghl-autonomy-performance-plan.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\plans\ghl-l2-control-loop-runbook.md,2632,2026-03-13T17:24:58,.md,ghl-l2-control-loop-runbook.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\reports\2026-03-15-tjb-workflow-publish-queue-v1.md,2131,2026-03-15T09:01:16,.md,2026-03-15-tjb-workflow-publish-queue-v1.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\skills\backup-manager.mjs,23537,2026-03-11T21:27:44,.mjs,backup-manager.mjs
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\vacation-exec\workstream-1-lead-engine\IMPLEMENTATION_PLAN.md,9204,2026-03-15T08:51:48,.md,IMPLEMENTATION_PLAN.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\vacation-exec\workstream-2-funnel-completion\IMPLEMENTATION_PLAN.md,4558,2026-03-15T08:51:46,.md,IMPLEMENTATION_PLAN.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\vacation-exec\workstream-3-4-community-product\IMPLEMENTATION_PLAN.md,3924,2026-03-15T08:52:20,.md,IMPLEMENTATION_PLAN.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\vacation-exec\workstream-3-4-community-product\ASSETS\community-30-day-plan.md,2138,2026-03-15T08:52:20,.md,community-30-day-plan.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace\vacation-exec\workstream-5-executive-ops\IMPLEMENTATION_PLAN.md,3680,2026-03-15T08:52:16,.md,IMPLEMENTATION_PLAN.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace-marketing\memory\2026-03-12.md,17,2026-03-13T09:23:05,.md,2026-03-12.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace-marketing\memory\2026-03-13.md,17,2026-03-13T09:23:05,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace-sales\memory\2026-03-12.md,17,2026-03-13T09:23:05,.md,2026-03-12.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace-sales\memory\2026-03-13.md,17,2026-03-13T09:23:05,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace-support\memory\2026-03-12.md,17,2026-03-13T09:23:05,.md,2026-03-12.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace-support\memory\2026-03-13.md,17,2026-03-13T09:23:05,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (51d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace-support\memory\2026-03-14.md,362,2026-03-14T23:46:40,.md,2026-03-14.md
ARCHIVE,session-memory file older than 30 days (51d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspace-support\memory\2026-03-15.md,1265,2026-03-15T10:12:12,.md,2026-03-15.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d1_ceo\memory\2026-03-12.md,1693,2026-03-12T13:43:23,.md,2026-03-12.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d1_cmo\memory\2026-03-13.md,119,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d1_cto\memory\2026-03-12.md,2335,2026-03-12T13:50:14,.md,2026-03-12.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d1_customer_success\memory\2026-03-13.md,114,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d1_data_analyst\memory\2026-03-13.md,102,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d1_devops\memory\2026-03-13.md,122,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d1_fullstack_dev\memory\2026-03-13.md,130,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d1_product_dev_manager\memory\2026-03-13.md,117,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d1_sales_manager\memory\2026-03-13.md,103,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d1_ux_designer\memory\2026-03-13.md,104,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d2_copywriter\memory\2026-03-13.md,130,2026-03-12T21:19:04,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d2_customer_service\memory\2026-03-13.md,121,2026-03-12T21:19:04,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d2_digital_marketing\memory\2026-03-13.md,115,2026-03-12T21:19:04,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d2_director\memory\2026-03-13.md,111,2026-03-12T21:19:04,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d2_graphic_designer\memory\2026-03-13.md,106,2026-03-12T21:19:04,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d2_inventory_specialist\memory\2026-03-13.md,124,2026-03-12T21:19:04,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d2_paid_ads\memory\2026-03-13.md,120,2026-03-12T21:19:04,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d2_seo_strategist\memory\2026-03-13.md,114,2026-03-12T21:19:04,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d2_store_manager\memory\2026-03-13.md,113,2026-03-12T21:19:04,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d2_web_dev\memory\2026-03-13.md,125,2026-03-12T21:19:04,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d3_admin_coordinator\memory\2026-03-13.md,116,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d3_biz_dev\memory\2026-03-13.md,118,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d3_business_analyst\memory\2026-03-13.md,106,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d3_ceo\memory\2026-03-13.md,142,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d3_client_relations\memory\2026-03-13.md,114,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d3_lead_strategist\memory\2026-03-13.md,114,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d3_marketing_brand\memory\2026-03-13.md,115,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d3_ops_manager\memory\2026-03-13.md,108,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d3_sales_closer\memory\2026-03-13.md,115,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d3_thought_leadership\memory\2026-03-13.md,126,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d4_client_experience\memory\2026-03-13.md,119,2026-03-12T21:20:07,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d4_community_manager\memory\2026-03-13.md,107,2026-03-12T21:20:07,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d4_curriculum_head\memory\2026-03-13.md,125,2026-03-12T21:20:07,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d4_cvo\memory\2026-03-13.md,129,2026-03-12T21:20:07,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d4_enrollment\memory\2026-03-13.md,126,2026-03-12T21:20:07,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d4_funnel_strategist\memory\2026-03-13.md,119,2026-03-12T21:20:07,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d4_lead_coach\memory\2026-03-13.md,109,2026-03-12T21:20:07,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d4_social_creator\memory\2026-03-13.md,120,2026-03-12T21:20:07,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d4_tech_automation\memory\2026-03-13.md,118,2026-03-12T21:20:07,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d4_video_production\memory\2026-03-13.md,117,2026-03-12T21:20:07,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d5_acquisitions\memory\2026-03-13.md,109,2026-03-12T21:20:23,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d5_author_relations\memory\2026-03-13.md,118,2026-03-12T21:20:23,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d5_book_marketing\memory\2026-03-13.md,113,2026-03-12T21:20:23,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d5_copywriter\memory\2026-03-13.md,117,2026-03-12T21:20:23,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d5_cover_artist\memory\2026-03-13.md,121,2026-03-12T21:20:23,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d5_digital_distribution\memory\2026-03-13.md,118,2026-03-12T21:20:23,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d5_managing_editor\memory\2026-03-13.md,105,2026-03-12T21:20:23,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d5_pr_media\memory\2026-03-13.md,121,2026-03-12T21:20:23,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d5_publisher\memory\2026-03-13.md,125,2026-03-12T21:20:23,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d5_sales_affiliate\memory\2026-03-13.md,115,2026-03-12T21:20:23,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d6_board_liaison\memory\2026-03-13.md,130,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d6_communications\memory\2026-03-13.md,124,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d6_coo\memory\2026-03-13.md,119,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d6_dev_director\memory\2026-03-13.md,124,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d6_executive_director\memory\2026-03-13.md,108,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d6_finance\memory\2026-03-13.md,118,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d6_grant_writer\memory\2026-03-13.md,102,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d6_outreach\memory\2026-03-13.md,120,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d6_program_director\memory\2026-03-13.md,106,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\d6_volunteer\memory\2026-03-13.md,111,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\shared_api_gateway\memory\2026-03-13.md,121,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\shared_data_analytics\memory\2026-03-13.md,116,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\shared_knowledge_base\memory\2026-03-13.md,119,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\shared_legal_compliance\memory\2026-03-13.md,122,2026-03-12T21:20:42,.md,2026-03-13.md
ARCHIVE,session-memory file older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\shared_master_orchestrator\memory\2026-03-12.md,1181,2026-03-12T13:42:00,.md,2026-03-12.md
ARCHIVE,session-memory file older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\workspaces\shared_master_orchestrator\memory\2026-03-13.md,8270,2026-03-13T16:10:45,.md,2026-03-13.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/lib/ghl-client-v2.mjs,11598,2026-04-30T19:42:31.3687987790,.mjs,ghl-client-v2.mjs
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/lib/ghl-webhook.mjs.phase8-bak,9148,2026-05-01T21:12:34.4716095380,.phase8-bak,ghl-webhook.mjs.phase8-bak
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/supabase/migrations/20260325000010_phase1_foundation_skills.sql,7922,2026-04-30T19:42:31.4097985160,.sql,20260325000010_phase1_foundation_skills.sql
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/supabase/migrations/20260326000020_phase2_intelligence_skills.sql,6708,2026-04-30T19:42:31.4097985160,.sql,20260326000020_phase2_intelligence_skills.sql
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/supabase/migrations/20260326000030_phase3_execution_skills.sql,8185,2026-04-30T19:42:31.4097985160,.sql,20260326000030_phase3_execution_skills.sql
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/agents_config.json.pre-migration-20260329-091759.bak,156517,2026-04-30T19:42:31.3507988940,.bak,agents_config.json.pre-migration-20260329-091759.bak
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/handlers/ghl-webhook-handler.mjs.phase8-bak,26515,2026-05-01T20:57:09.5559400360,.phase8-bak,ghl-webhook-handler.mjs.phase8-bak
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/reports/ghl-api-v2-strategy-report.md,19187,2026-04-30T19:42:31.3747987400,.md,ghl-api-v2-strategy-report.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/SCOPES-PLAN.md,14166,2026-04-30T19:42:31.3477989130,.md,SCOPES-PLAN.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/config/agents_config.json.pre-migration-20260329-091759.bak,287984,2026-04-30T19:42:31.3537988750,.bak,agents_config.json.pre-migration-20260329-091759.bak
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/assets/designs/social/1773424447502-linkedin-openclaw-testing-phase-3-10.png,19741,2026-04-30T19:42:31.3517988870,.png,1773424447502-linkedin-openclaw-testing-phase-3-10.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/assets/designs/social/1773424481074-tiktok-openclaw-test-post-phase-4-12-automated-social.png,29705,2026-04-30T19:42:31.3517988870,.png,1773424481074-tiktok-openclaw-test-post-phase-4-12-automated-social.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/assets/designs/social/1773424481411-linkedin-openclaw-test-post-phase-4-12-automated-social.png,17107,2026-04-30T19:42:31.3517988870,.png,1773424481411-linkedin-openclaw-test-post-phase-4-12-automated-social.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/assets/designs/social/1773424424283-instagram-openclaw-testing-phase-3-10.png,19830,2026-04-30T19:42:31.3507988940,.png,1773424424283-instagram-openclaw-testing-phase-3-10.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/assets/designs/social/1773424453361-tiktok-openclaw-testing-phase-3-10.png,27943,2026-04-30T19:42:31.3517988870,.png,1773424453361-tiktok-openclaw-testing-phase-3-10.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/assets/designs/social/1773424481332-twitter-openclaw-test-post-phase-4-12-automated-social.png,17322,2026-04-30T19:42:31.3517988870,.png,1773424481332-twitter-openclaw-test-post-phase-4-12-automated-social.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/assets/designs/social/1773424481283-facebook-openclaw-test-post-phase-4-12-automated-social.png,16981,2026-04-30T19:42:31.3517988870,.png,1773424481283-facebook-openclaw-test-post-phase-4-12-automated-social.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/assets/designs/social/1773424439986-twitter-openclaw-testing-phase-3-10.png,20404,2026-04-30T19:42:31.3517988870,.png,1773424439986-twitter-openclaw-testing-phase-3-10.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/assets/designs/social/1773424430346-facebook-openclaw-testing-phase-3-10.png,19695,2026-04-30T19:42:31.3507988940,.png,1773424430346-facebook-openclaw-testing-phase-3-10.png
