bucket,reason,source,path,size,mtime,ext,name
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\11dbec36-2c5e-4af4-89bc-147bbbba08a2.jsonl,43090,2026-03-13T21:00:38,.jsonl,11dbec36-2c5e-4af4-89bc-147bbbba08a2.jsonl
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\129e65a9-7e9f-4817-a2e0-3076e08286e4.jsonl,67916,2026-03-13T16:10:53,.jsonl,129e65a9-7e9f-4817-a2e0-3076e08286e4.jsonl
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\150cfb59-edf4-4d7b-ad6f-21acc42d15d5.jsonl,44757,2026-03-13T15:30:54,.jsonl,150cfb59-edf4-4d7b-ad6f-21acc42d15d5.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\23cc93fd-2ecd-4fa7-a2f7-25064d306fc8.jsonl,131661,2026-03-13T12:09:17,.jsonl,23cc93fd-2ecd-4fa7-a2f7-25064d306fc8.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\30d149b1-8d15-4ef9-b48f-59f6463f3ea6.jsonl,113502,2026-03-13T09:01:42,.jsonl,30d149b1-8d15-4ef9-b48f-59f6463f3ea6.jsonl
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\3cf78166-7fa3-490b-a775-ba13717d7ec4.jsonl,3269,2026-03-13T21:15:38,.jsonl,3cf78166-7fa3-490b-a775-ba13717d7ec4.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\3d0678a8-36d1-4a35-bd52-0137beabdd3d.jsonl,62339,2026-03-13T11:06:17,.jsonl,3d0678a8-36d1-4a35-bd52-0137beabdd3d.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\3d3db28a-9157-4f0a-9881-1fe288f47808.jsonl,30818,2026-03-13T09:07:12,.jsonl,3d3db28a-9157-4f0a-9881-1fe288f47808.jsonl
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\3e541d0d-1b7a-44c3-94bf-9751a7c28f3a.jsonl,54696,2026-03-13T14:01:21,.jsonl,3e541d0d-1b7a-44c3-94bf-9751a7c28f3a.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\3f250fe0-a62f-4367-b336-f1c9fc9eac80.jsonl,44220,2026-03-13T12:01:37,.jsonl,3f250fe0-a62f-4367-b336-f1c9fc9eac80.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\64e895f2-ae64-4fe7-b479-c8f71ab8e932.jsonl,37077,2026-03-13T09:31:23,.jsonl,64e895f2-ae64-4fe7-b479-c8f71ab8e932.jsonl
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\67915d60-27db-460a-954b-976f7877c0f6.jsonl,28073,2026-03-13T18:39:52,.jsonl,67915d60-27db-460a-954b-976f7877c0f6.jsonl
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\6bfded82-e47f-46b5-a1a6-69204884b272.jsonl,21890,2026-03-13T14:04:54,.jsonl,6bfded82-e47f-46b5-a1a6-69204884b272.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\71b22ec5-7796-41ff-bb11-92dda62f728c.jsonl,37990,2026-03-13T11:15:58,.jsonl,71b22ec5-7796-41ff-bb11-92dda62f728c.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\74b1d0ed-f9fb-4906-9945-a6372626ae09.jsonl,45778,2026-03-13T11:31:08,.jsonl,74b1d0ed-f9fb-4906-9945-a6372626ae09.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\7c2cd676-e094-4d56-b8e7-3e67759f64ae.jsonl,144259,2026-03-13T09:15:59,.jsonl,7c2cd676-e094-4d56-b8e7-3e67759f64ae.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\80eee60e-a1a8-452f-86c3-4855661ef48c.jsonl,95348,2026-03-13T09:46:45,.jsonl,80eee60e-a1a8-452f-86c3-4855661ef48c.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\90eef988-917e-4039-b7e9-feb968c49776.jsonl,23823,2026-03-13T10:03:25,.jsonl,90eef988-917e-4039-b7e9-feb968c49776.jsonl
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\bb14d6fb-d59f-433d-bc3c-21a39ae31486.jsonl,36750,2026-03-13T18:46:21,.jsonl,bb14d6fb-d59f-433d-bc3c-21a39ae31486.jsonl
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\bbfb7608-b3c5-41a5-9628-c9e53ec2e961.jsonl,54923,2026-03-13T13:32:27,.jsonl,bbfb7608-b3c5-41a5-9628-c9e53ec2e961.jsonl
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\c2d3a912-8248-4523-b1aa-c309f264a535.jsonl,33698,2026-03-13T15:45:45,.jsonl,c2d3a912-8248-4523-b1aa-c309f264a535.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\c3af513a-5af3-43b4-9772-ab35b0f36ed3.jsonl,320644,2026-03-13T12:16:17,.jsonl,c3af513a-5af3-43b4-9772-ab35b0f36ed3.jsonl
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\dbbd1254-514c-4e27-8a1d-e6b540df6742.jsonl,51357,2026-03-13T19:15:56,.jsonl,dbbd1254-514c-4e27-8a1d-e6b540df6742.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\e1f8d183-72d1-4977-be66-0c944d51ec1f.jsonl,219796,2026-03-13T10:07:58,.jsonl,e1f8d183-72d1-4977-be66-0c944d51ec1f.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\e37308dd-f5c1-4468-9e85-6b3ab51635dd.jsonl,56755,2026-03-13T10:16:27,.jsonl,e37308dd-f5c1-4468-9e85-6b3ab51635dd.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\e7cdbf5d-3fe4-4f4f-a427-6f8bb699fba9.jsonl,33251,2026-03-13T11:00:52,.jsonl,e7cdbf5d-3fe4-4f4f-a427-6f8bb699fba9.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\e94ce965-c12b-4e02-9aa4-6cb0ff943f3b.jsonl,41668,2026-03-13T10:50:42,.jsonl,e94ce965-c12b-4e02-9aa4-6cb0ff943f3b.jsonl
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\eb478b5f-2f00-4725-be76-d2a06f9cbf48.jsonl,39252,2026-03-13T19:06:47,.jsonl,eb478b5f-2f00-4725-be76-d2a06f9cbf48.jsonl
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\eb90eeca-8a7d-48b0-9677-8a5d456e4ecb.jsonl,97212,2026-03-13T19:13:37,.jsonl,eb90eeca-8a7d-48b0-9677-8a5d456e4ecb.jsonl
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\ecbbd0cb-f2fc-4934-869a-9784f9c0d6a6.jsonl,3269,2026-03-13T21:30:42,.jsonl,ecbbd0cb-f2fc-4934-869a-9784f9c0d6a6.jsonl
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\ecbe966a-132d-425a-aa47-13cb6a81b744.jsonl,105325,2026-03-13T13:28:55,.jsonl,ecbe966a-132d-425a-aa47-13cb6a81b744.jsonl
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\fab9a0cc-bc7a-4c47-b302-244398b749a1.jsonl,28870,2026-03-13T14:15:49,.jsonl,fab9a0cc-bc7a-4c47-b302-244398b749a1.jsonl
ARCHIVE,agent session jsonl older than 30 days (53d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_master_orchestrator\sessions\fed3902d-3a1b-47cb-8b6b-8c0d46c9ee52.jsonl,46575,2026-03-13T11:46:18,.jsonl,fed3902d-3a1b-47cb-8b6b-8c0d46c9ee52.jsonl
ARCHIVE,agent session jsonl older than 30 days (46d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\shared_runtime_ops\sessions\c7d613d9-1c49-430a-8539-0fd3353b0d47.jsonl,14962,2026-03-19T13:45:05,.jsonl,c7d613d9-1c49-430a-8539-0fd3353b0d47.jsonl
ARCHIVE,agent session jsonl older than 30 days (44d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\support\sessions\05639529-11b7-475e-bdb8-5cf868358ff2.jsonl,19878,2026-03-21T18:45:03,.jsonl,05639529-11b7-475e-bdb8-5cf868358ff2.jsonl
ARCHIVE,agent session jsonl older than 30 days (44d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\support\sessions\05aaee72-c484-4225-a324-da43214cbab3.jsonl,46292,2026-03-21T18:42:56,.jsonl,05aaee72-c484-4225-a324-da43214cbab3.jsonl
ARCHIVE,agent session jsonl older than 30 days (46d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\support\sessions\0cae256a-60a5-42fb-a627-e97a729b9ec2.jsonl,26666,2026-03-19T13:51:58,.jsonl,0cae256a-60a5-42fb-a627-e97a729b9ec2.jsonl
ARCHIVE,agent session jsonl older than 30 days (52d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\support\sessions\10ee2fe6-5e73-4222-a22e-776410d6e903.jsonl,26255,2026-03-14T10:01:29,.jsonl,10ee2fe6-5e73-4222-a22e-776410d6e903.jsonl
ARCHIVE,agent session jsonl older than 30 days (44d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\support\sessions\824ffb9c-d82e-47f2-9f52-c649b5659598.jsonl,30190,2026-03-21T18:14:59,.jsonl,824ffb9c-d82e-47f2-9f52-c649b5659598.jsonl
ARCHIVE,agent session jsonl older than 30 days (46d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\support\sessions\94756abd-4eda-43f0-a379-515845a0e419.jsonl,16628,2026-03-19T14:05:35,.jsonl,94756abd-4eda-43f0-a379-515845a0e419.jsonl
ARCHIVE,agent session jsonl older than 30 days (44d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\support\sessions\a0cf248d-8088-45a1-8ec1-a32bcae498da.jsonl,258118,2026-03-21T18:43:31,.jsonl,a0cf248d-8088-45a1-8ec1-a32bcae498da.jsonl
ARCHIVE,agent session jsonl older than 30 days (51d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\support\sessions\a81c2d3d-02fa-4be7-8ab8-6448c2b271ed.jsonl,18266,2026-03-15T11:50:11,.jsonl,a81c2d3d-02fa-4be7-8ab8-6448c2b271ed.jsonl
ARCHIVE,agent session jsonl older than 30 days (51d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\support\sessions\d28d43d8-41b9-4456-b304-85cb5ec8c113.jsonl,23852,2026-03-15T10:19:25,.jsonl,d28d43d8-41b9-4456-b304-85cb5ec8c113.jsonl
ARCHIVE,agent session jsonl older than 30 days (44d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\support\sessions\db5f6fbc-af36-49f4-a94e-897037360637.jsonl,4169,2026-03-21T18:15:02,.jsonl,db5f6fbc-af36-49f4-a94e-897037360637.jsonl
ARCHIVE,agent session jsonl older than 30 days (51d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\support\sessions\e6befdc2-d468-476b-8fa2-9c29acb849a8.jsonl,20024,2026-03-15T06:00:35,.jsonl,e6befdc2-d468-476b-8fa2-9c29acb849a8.jsonl
ARCHIVE,agent session jsonl older than 30 days (44d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\support\sessions\ea3c1438-dd5c-4d26-93d3-ee4a47d4503e.jsonl,31378,2026-03-21T18:26:27,.jsonl,ea3c1438-dd5c-4d26-93d3-ee4a47d4503e.jsonl
ARCHIVE,agent session jsonl older than 30 days (46d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\support\sessions\fc5108f5-cb32-4fb3-88fa-1812e5b4cefe.jsonl,17371,2026-03-19T13:52:20,.jsonl,fc5108f5-cb32-4fb3-88fa-1812e5b4cefe.jsonl
ARCHIVE,agent session jsonl older than 30 days (44d),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\agents\support\sessions\ffc034da-1343-4b4c-ad36-61b1a4a1957f.jsonl,4206,2026-03-21T19:07:05,.jsonl,ffc034da-1343-4b4c-ad36-61b1a4a1957f.jsonl
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\assets\designs\social\1773424424283-instagram-openclaw-testing-phase-3-10.png,19830,2026-03-21T09:58:01,.png,1773424424283-instagram-openclaw-testing-phase-3-10.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\assets\designs\social\1773424430346-facebook-openclaw-testing-phase-3-10.png,19695,2026-03-21T09:58:01,.png,1773424430346-facebook-openclaw-testing-phase-3-10.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\assets\designs\social\1773424439986-twitter-openclaw-testing-phase-3-10.png,20404,2026-03-21T09:58:01,.png,1773424439986-twitter-openclaw-testing-phase-3-10.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\assets\designs\social\1773424447502-linkedin-openclaw-testing-phase-3-10.png,19741,2026-03-21T09:58:01,.png,1773424447502-linkedin-openclaw-testing-phase-3-10.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\assets\designs\social\1773424453361-tiktok-openclaw-testing-phase-3-10.png,27943,2026-03-21T09:58:01,.png,1773424453361-tiktok-openclaw-testing-phase-3-10.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\assets\designs\social\1773424481074-tiktok-openclaw-test-post-phase-4-12-automated-social.png,29705,2026-03-21T09:58:01,.png,1773424481074-tiktok-openclaw-test-post-phase-4-12-automated-social.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\assets\designs\social\1773424481154-instagram-openclaw-test-post-phase-4-12-automated-social.png,18905,2026-03-21T09:58:01,.png,1773424481154-instagram-openclaw-test-post-phase-4-12-automated-social.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\assets\designs\social\1773424481283-facebook-openclaw-test-post-phase-4-12-automated-social.png,16981,2026-03-21T09:58:01,.png,1773424481283-facebook-openclaw-test-post-phase-4-12-automated-social.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\assets\designs\social\1773424481332-twitter-openclaw-test-post-phase-4-12-automated-social.png,17322,2026-03-21T09:58:01,.png,1773424481332-twitter-openclaw-test-post-phase-4-12-automated-social.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\assets\designs\social\1773424481411-linkedin-openclaw-test-post-phase-4-12-automated-social.png,17107,2026-03-21T09:58:01,.png,1773424481411-linkedin-openclaw-test-post-phase-4-12-automated-social.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\jobs.json.20260314-053800.bak,46627,2026-03-14T05:36:15,.bak,jobs.json.20260314-053800.bak
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\openclaw.json.20260301-194137.bak,2042,2026-03-01T17:01:17,.bak,openclaw.json.20260301-194137.bak
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\2026-03-12\backup-manifest.json,7527,2026-03-12T03:00:37,.json,backup-manifest.json
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\2026-03-12\skills\backup-manager.mjs,23537,2026-03-11T21:27:44,.mjs,backup-manager.mjs
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\2026-03-13\backup-manifest.json,16156,2026-03-13T03:00:17,.json,backup-manifest.json
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\2026-03-13\openclaw.json.pre-stabilization-120623.bak,28576,2026-03-13T10:35:08,.bak,openclaw.json.pre-stabilization-120623.bak
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\2026-03-13\skills\backup-manager.mjs,23537,2026-03-11T21:27:44,.mjs,backup-manager.mjs
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\2026-03-15\backup-manifest.json,18437,2026-03-15T05:43:55,.json,backup-manifest.json
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\2026-03-15\skills\backup-manager.mjs,23537,2026-03-11T21:27:44,.mjs,backup-manager.mjs
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\2026-03-18\backup-manifest.json,18827,2026-03-18T17:15:44,.json,backup-manifest.json
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\2026-03-18\skills\backup-manager.mjs,23537,2026-03-11T21:27:44,.mjs,backup-manager.mjs
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\2026-03-19\backup-manifest.json,19235,2026-03-19T13:51:10,.json,backup-manifest.json
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\2026-03-19\data\generated-ghl-workflow-webhook-plan.json,331236,2026-03-18T19:59:53,.json,generated-ghl-workflow-webhook-plan.json
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\2026-03-19\skills\backup-manager.mjs,23537,2026-03-11T21:27:44,.mjs,backup-manager.mjs
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\2026-03-21\backup-manifest.json,19315,2026-03-21T18:42:25,.json,backup-manifest.json
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\2026-03-21\data\generated-ghl-workflow-webhook-plan.json,331236,2026-03-18T19:59:53,.json,generated-ghl-workflow-webhook-plan.json
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\2026-03-21\skills\backup-manager.mjs,23537,2026-03-11T21:27:44,.mjs,backup-manager.mjs
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\pre-remote-migration\agents_config.backup-pre-d8.json,98266,2026-03-21T09:57:51,.json,agents_config.backup-pre-d8.json
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\pre-remote-migration\openclaw.json.pre-migration-20260329-091759.bak,172769,2026-03-29T09:57:12,.bak,openclaw.json.pre-migration-20260329-091759.bak
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\backups\pre-remote-migration\openclaw.json.pre-restore-20260327-090913.bak,173204,2026-03-27T07:36:52,.bak,openclaw.json.pre-restore-20260327-090913.bak
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\config\agents_config.json.pre-migration-20260329-091759.bak,287984,2026-03-29T09:57:12,.bak,agents_config.json.pre-migration-20260329-091759.bak
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\cron\jobs.json.bak,66803,2026-03-21T19:04:44,.bak,jobs.json.bak
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\data\generated-ghl-workflow-webhook-plan.json,331236,2026-03-18T19:59:53,.json,generated-ghl-workflow-webhook-plan.json
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\deploy\hostinger\backup.sh,2041,2026-05-05T08:11:42,.sh,backup.sh
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\docs\upgrade-program\PLATFORM-OPS-ARCHITECTURE-v1.md,4229,2026-03-26T22:51:38,.md,PLATFORM-OPS-ARCHITECTURE-v1.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\inngest\functions\phase1-foundation.ts,18121,2026-04-02T20:14:37,.ts,phase1-foundation.ts
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\inngest\functions\phase2-intelligence.ts,15647,2026-04-02T20:14:37,.ts,phase2-intelligence.ts
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\inngest\functions\phase3-execution.ts,20134,2026-04-02T16:18:33,.ts,phase3-execution.ts
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\lib\ghl-client-v2.mjs,11598,2026-04-06T08:50:49,.mjs,ghl-client-v2.mjs
ARCHIVE,log file older than 7 days,LOCAL,C:\Users\JeremiahVanWagner\.openclaw\logs\commands.log,695,2026-03-13T22:44:30,.log,commands.log
ARCHIVE,log file older than 7 days,LOCAL,C:\Users\JeremiahVanWagner\.openclaw\logs\manual-gateway.err.log,49,2026-03-19T19:41:46,.log,manual-gateway.err.log
ARCHIVE,log file older than 7 days,LOCAL,C:\Users\JeremiahVanWagner\.openclaw\logs\manual-gateway.log,1484,2026-03-19T13:35:46,.log,manual-gateway.log
ARCHIVE,log file older than 7 days,LOCAL,C:\Users\JeremiahVanWagner\.openclaw\logs\manual-test.err.log,49,2026-03-19T19:41:46,.log,manual-test.err.log
ARCHIVE,log file older than 7 days,LOCAL,C:\Users\JeremiahVanWagner\.openclaw\logs\manual-test.log,1484,2026-03-19T13:36:35,.log,manual-test.log
ARCHIVE,log file older than 7 days,LOCAL,C:\Users\JeremiahVanWagner\.openclaw\logs\platform-ops-audit.jsonl,3879,2026-03-26T22:54:39,.jsonl,platform-ops-audit.jsonl
ARCHIVE,log file older than 7 days,LOCAL,C:\Users\JeremiahVanWagner\.openclaw\logs\webhook-start.log,632,2026-03-21T18:24:59,.log,webhook-start.log
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\reports\ghl-api-v2-strategy-report.md,19187,2026-04-06T09:25:57,.md,ghl-api-v2-strategy-report.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\scripts\restart-local.ps1.deprecated,4037,2026-03-21T09:57:49,.deprecated,restart-local.ps1.deprecated
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),LOCAL,C:\Users\JeremiahVanWagner\.openclaw\skills\backup-manager.mjs,22051,2026-03-21T09:57:49,.mjs,backup-manager.mjs
